,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.5264599, -74.2157644)",40.5264599,1, -74.2157644,1.0,0.0
"(40.5265032, -74.2101674)",40.5265032,1, -74.2101674,0.0,0.0
"(40.5265628, -74.1690851)",40.5265628,2, -74.1690851,1.0,0.0
"(40.5266411, -74.1681321)",40.5266411,1, -74.1681321,1.0,1.0
"(40.5266491, -74.2158657)",40.5266491,2, -74.2158657,3.0,0.0
"(40.5267041, -74.1737689)",40.5267041,4, -74.1737689,1.0,0.0
"(40.5267107, -74.1784092)",40.5267107,19, -74.1784092,0.0,0.0
"(40.5267355, -74.1747618)",40.5267355,13, -74.1747618,7.0,0.0
"(40.5267526, -74.2011718)",40.5267526,11, -74.2011718,2.0,0.0
"(40.5267615, -74.1757331)",40.5267615,5, -74.1757331,1.0,0.0
"(40.5267984, -74.1767116)",40.5267984,3, -74.1767116,1.0,0.0
"(40.5268604, -74.1911398)",40.5268604,7, -74.1911398,5.0,0.0
"(40.5268949, -74.1672766)",40.5268949,17, -74.1672766,4.0,0.0
"(40.5270314, -74.1768921)",40.5270314,1, -74.1768921,0.0,0.0
"(40.5271324, -74.180788)",40.5271324,1, -74.180788,1.0,0.0
"(40.5272103, -74.1903494)",40.5272103,1, -74.1903494,0.0,0.0
"(40.5272419, -74.1664465)",40.5272419,3, -74.1664465,0.0,0.0
"(40.5274783, -74.2157281)",40.5274783,1, -74.2157281,0.0,0.0
"(40.5275614, -74.1656775)",40.5275614,3, -74.1656775,2.0,0.0
"(40.5276566, -74.2299195)",40.5276566,1, -74.2299195,0.0,0.0
"(40.527667, -74.2302289)",40.527667,78, -74.2302289,18.0,0.0
"(40.5277679, -74.2075419)",40.5277679,1, -74.2075419,1.0,0.0
"(40.5278194, -74.1888116)",40.5278194,3, -74.1888116,3.0,0.0
"(40.5278584, -74.1998442)",40.5278584,1, -74.1998442,0.0,0.0
"(40.5279085, -74.1648546)",40.5279085,15, -74.1648546,5.0,0.0
"(40.5279243, -74.216485)",40.5279243,19, -74.216485,2.0,0.0
"(40.5279487, -74.2347803)",40.5279487,25, -74.2347803,2.0,0.0
"(40.5280902, -74.1755603)",40.5280902,2, -74.1755603,0.0,0.0
"(40.5280913, -74.1920318)",40.5280913,2, -74.1920318,0.0,0.0
"(40.5281179, -74.1604234)",40.5281179,2, -74.1604234,0.0,0.0
"(40.5281316, -74.2379321)",40.5281316,1, -74.2379321,0.0,0.0
"(40.5281721, -74.1880032)",40.5281721,1, -74.1880032,0.0,0.0
"(40.528197, -74.1992769)",40.528197,1, -74.1992769,0.0,0.0
"(40.5282247, -74.2393713)",40.5282247,6, -74.2393713,2.0,0.0
"(40.5282398, -74.1817299)",40.5282398,1, -74.1817299,0.0,0.0
"(40.5283134, -74.1921763)",40.5283134,12, -74.1921763,7.0,0.0
"(40.5283761, -74.2020221)",40.5283761,5, -74.2020221,0.0,0.0
"(40.5284498, -74.2037885)",40.5284498,1, -74.2037885,0.0,0.0
"(40.5284808, -74.1871983)",40.5284808,1, -74.1871983,0.0,0.0
"(40.5284842, -74.2075873)",40.5284842,2, -74.2075873,0.0,0.0
"(40.5286359, -74.1913679)",40.5286359,5, -74.1913679,1.0,0.0
"(40.5286483, -74.2168254)",40.5286483,24, -74.2168254,9.0,0.0
"(40.5286631, -74.1630471)",40.5286631,6, -74.1630471,0.0,0.0
"(40.5286954, -74.2015158)",40.5286954,1, -74.2015158,0.0,0.0
"(40.5288196, -74.2132827)",40.5288196,1, -74.2132827,0.0,0.0
"(40.5289362, -74.1906745)",40.5289362,3, -74.1906745,0.0,0.0
"(40.5290257, -74.1977973)",40.5290257,2, -74.1977973,1.0,0.0
"(40.5290322, -74.1621451)",40.5290322,1, -74.1621451,0.0,0.0
"(40.5290846, -74.2109705)",40.5290846,1, -74.2109705,0.0,0.0
"(40.5291228, -74.217014)",40.5291228,5, -74.217014,0.0,0.0
"(40.5292116, -74.1634154)",40.5292116,1, -74.1634154,0.0,0.0
"(40.5292615, -74.1898517)",40.5292615,4, -74.1898517,3.0,0.0
"(40.5293024, -74.1689014)",40.5293024,2, -74.1689014,0.0,0.0
"(40.5293347, -74.2062949)",40.5293347,1, -74.2062949,1.0,0.0
"(40.5293383, -74.1669122)",40.5293383,1, -74.1669122,0.0,0.0
"(40.5293729, -74.1599768)",40.5293729,1, -74.1599768,0.0,0.0
"(40.5293737, -74.1613509)",40.5293737,37, -74.1613509,24.0,2.0
"(40.529403, -74.1970753)",40.529403,1, -74.1970753,0.0,0.0
"(40.5294551, -74.2109969)",40.5294551,32, -74.2109969,17.0,0.0
"(40.5295938, -74.2025725)",40.5295938,2, -74.2025725,0.0,0.0
"(40.5297495, -74.1575423)",40.5297495,1, -74.1575423,0.0,0.0
"(40.5297993, -74.222056)",40.5297993,1, -74.222056,0.0,0.0
"(40.5298449, -74.1922311)",40.5298449,7, -74.1922311,3.0,0.0
"(40.5298743, -74.2172827)",40.5298743,2, -74.2172827,0.0,0.0
"(40.5298783, -74.1902887)",40.5298783,1, -74.1902887,0.0,0.0
"(40.5299125, -74.196084)",40.5299125,4, -74.196084,0.0,0.0
"(40.5299195, -74.1692951)",40.5299195,1, -74.1692951,0.0,0.0
"(40.5299303, -74.1617516)",40.5299303,2, -74.1617516,0.0,0.0
"(40.5300828, -74.2007826)",40.5300828,3, -74.2007826,3.0,0.0
"(40.5301182, -74.2086212)",40.5301182,1, -74.2086212,0.0,0.0
"(40.5302619, -74.2110894)",40.5302619,17, -74.2110894,3.0,0.0
"(40.5303073, -74.2026862)",40.5303073,4, -74.2026862,2.0,0.0
"(40.5303677, -74.1963264)",40.5303677,1, -74.1963264,0.0,0.0
"(40.5304018, -74.2050859)",40.5304018,2, -74.2050859,0.0,0.0
"(40.5304428, -74.164253)",40.5304428,1, -74.164253,0.0,0.0
"(40.5304815, -74.1907257)",40.5304815,7, -74.1907257,2.0,0.0
"(40.5305508, -74.1886646)",40.5305508,1, -74.1886646,0.0,0.0
"(40.5305662, -74.1585119)",40.5305662,19, -74.1585119,5.0,0.0
"(40.5306206, -74.1945392)",40.5306206,6, -74.1945392,1.0,0.0
"(40.5306424, -74.2175226)",40.5306424,5, -74.2175226,0.0,0.0
"(40.5306515, -74.2066803)",40.5306515,2, -74.2066803,0.0,0.0
"(40.5307575, -74.2010976)",40.5307575,1, -74.2010976,0.0,0.0
"(40.5308713, -74.193986)",40.5308713,4, -74.193986,0.0,0.0
"(40.5310454, -74.2028036)",40.5310454,2, -74.2028036,0.0,0.0
"(40.5310677, -74.1590851)",40.5310677,3, -74.1590851,0.0,0.0
"(40.5311011, -74.1911699)",40.5311011,1, -74.1911699,0.0,0.0
"(40.5311938, -74.1931343)",40.5311938,1, -74.1931343,0.0,0.0
"(40.5312664, -74.1679099)",40.5312664,1, -74.1679099,0.0,0.0
"(40.531427, -74.2177806)",40.531427,6, -74.2177806,2.0,0.0
"(40.5314334, -74.2068698)",40.5314334,4, -74.2068698,0.0,0.0
"(40.5314968, -74.1925093)",40.5314968,4, -74.1925093,0.0,0.0
"(40.5315829, -74.1596691)",40.5315829,2, -74.1596691,1.0,0.0
"(40.5316329, -74.1899195)",40.5316329,2, -74.1899195,0.0,0.0
"(40.5316414, -74.1946897)",40.5316414,1, -74.1946897,0.0,0.0
"(40.5317123, -74.2028919)",40.5317123,14, -74.2028919,4.0,0.0
"(40.5317594, -74.2057052)",40.5317594,1, -74.2057052,0.0,0.0
"(40.5317762, -74.1895566)",40.5317762,1, -74.1895566,0.0,0.0
"(40.5318565, -74.1874812)",40.5318565,2, -74.1874812,0.0,0.0
"(40.5319181, -74.1917442)",40.5319181,55, -74.1917442,15.0,0.0
"(40.5321038, -74.1658651)",40.5321038,1, -74.1658651,0.0,0.0
"(40.5321087, -74.2229451)",40.5321087,1, -74.2229451,0.0,0.0
"(40.5321142, -74.1942342)",40.5321142,1, -74.1942342,0.0,0.0
"(40.5321149, -74.156019)",40.5321149,5, -74.156019,2.0,0.0
"(40.5321305, -74.2230746)",40.5321305,10, -74.2230746,1.0,0.0
"(40.5321419, -74.1603072)",40.5321419,1, -74.1603072,0.0,0.0
"(40.5321618, -74.1887699)",40.5321618,1, -74.1887699,0.0,0.0
"(40.5322362, -74.2180134)",40.5322362,3, -74.2180134,2.0,0.0
"(40.5322502, -74.1533788)",40.5322502,1, -74.1533788,0.0,0.0
"(40.5322746, -74.1654662)",40.5322746,1, -74.1654662,3.0,0.0
"(40.5324555, -74.1920552)",40.5324555,1, -74.1920552,0.0,0.0
"(40.5324832, -74.2030921)",40.5324832,15, -74.2030921,4.0,0.0
"(40.5326316, -74.155531)",40.5326316,3, -74.155531,2.0,0.0
"(40.5326489, -74.1609164)",40.5326489,4, -74.1609164,2.0,0.0
"(40.5327247, -74.1852568)",40.5327247,1, -74.1852568,0.0,0.0
"(40.5327413, -74.1902357)",40.5327413,5, -74.1902357,0.0,0.0
"(40.5327517, -74.2389702)",40.5327517,6, -74.2389702,0.0,0.0
"(40.5328408, -74.2072555)",40.5328408,1, -74.2072555,1.0,0.0
"(40.5329328, -74.1639461)",40.5329328,1, -74.1639461,0.0,0.0
"(40.5330455, -74.1518481)",40.5330455,2, -74.1518481,0.0,0.0
"(40.5330856, -74.1894848)",40.5330856,1, -74.1894848,0.0,0.0
"(40.5331579, -74.2034036)",40.5331579,4, -74.2034036,1.0,0.0
"(40.5331593, -74.1550286)",40.5331593,9, -74.1550286,4.0,0.0
"(40.5332209, -74.1581405)",40.5332209,1, -74.1581405,0.0,0.0
"(40.5333314, -74.1515034)",40.5333314,2, -74.1515034,2.0,0.0
"(40.5333616, -74.188597)",40.5333616,5, -74.188597,0.0,0.0
"(40.5334592, -74.1925941)",40.5334592,1, -74.1925941,0.0,0.0
"(40.5335486, -74.2074591)",40.5335486,1, -74.2074591,0.0,0.0
"(40.5336233, -74.152846)",40.5336233,1, -74.152846,0.0,0.0
"(40.5336348, -74.1926701)",40.5336348,8, -74.1926701,1.0,0.0
"(40.5336535, -74.1589258)",40.5336535,1, -74.1589258,0.0,0.0
"(40.5336655, -74.1715746)",40.5336655,2, -74.1715746,0.0,0.0
"(40.5336877, -74.1954691)",40.5336877,4, -74.1954691,2.0,0.0
"(40.5337038, -74.1874396)",40.5337038,1, -74.1874396,0.0,0.0
"(40.5337502, -74.1544723)",40.5337502,3, -74.1544723,1.0,0.0
"(40.5337658, -74.1510044)",40.5337658,1, -74.1510044,0.0,0.0
"(40.5337749, -74.1544364)",40.5337749,1, -74.1544364,0.0,0.0
"(40.5338181, -74.2010024)",40.5338181,1, -74.2010024,0.0,0.0
"(40.5338215, -74.2037258)",40.5338215,7, -74.2037258,6.0,0.0
"(40.5338821, -74.1623044)",40.5338821,4, -74.1623044,0.0,0.0
"(40.533934, -74.2366648)",40.533934,10, -74.2366648,0.0,0.0
"(40.5340954, -74.1862967)",40.5340954,10, -74.1862967,0.0,0.0
"(40.5341035, -74.1648591)",40.5341035,1, -74.1648591,0.0,0.0
"(40.5341947, -74.1504657)",40.5341947,1, -74.1504657,1.0,0.0
"(40.5342427, -74.2076771)",40.5342427,1, -74.2076771,1.0,0.0
"(40.5342669, -74.1539735)",40.5342669,69, -74.1539735,41.0,2.0
"(40.5342825, -74.1719575)",40.5342825,3, -74.1719575,0.0,0.0
"(40.5342984, -74.1570278)",40.5342984,1, -74.1570278,0.0,0.0
"(40.5343259, -74.1930103)",40.5343259,33, -74.1930103,4.0,0.0
"(40.5344015, -74.1854629)",40.5344015,3, -74.1854629,0.0,0.0
"(40.5344742, -74.1628598)",40.5344742,1, -74.1628598,0.0,0.0
"(40.5344811, -74.1985797)",40.5344811,5, -74.1985797,0.0,0.0
"(40.5344888, -74.1500886)",40.5344888,1, -74.1500886,0.0,0.0
"(40.5344935, -74.2040444)",40.5344935,6, -74.2040444,4.0,0.0
"(40.5345249, -74.2182691)",40.5345249,3, -74.2182691,1.0,0.0
"(40.5345857, -74.1536144)",40.5345857,9, -74.1536144,0.0,0.0
"(40.5346206, -74.2035555)",40.5346206,1, -74.2035555,0.0,0.0
"(40.534748, -74.1652636)",40.534748,1, -74.1652636,0.0,0.0
"(40.5347564, -74.1670516)",40.5347564,1, -74.1670516,1.0,0.0
"(40.5347637, -74.2182915)",40.5347637,3, -74.2182915,1.0,0.0
"(40.5348002, -74.2359016)",40.5348002,7, -74.2359016,4.0,0.0
"(40.5348042, -74.2157554)",40.5348042,1, -74.2157554,0.0,0.0
"(40.5348304, -74.1533344)",40.5348304,5, -74.1533344,2.0,0.0
"(40.5348955, -74.2182847)",40.5348955,1, -74.2182847,0.0,0.0
"(40.5348979, -74.1840109)",40.5348979,3, -74.1840109,2.0,0.0
"(40.5349422, -74.2078879)",40.5349422,1, -74.2078879,0.0,0.0
"(40.534973, -74.2373269)",40.534973,2, -74.2373269,0.0,0.0
"(40.5349981, -74.1531477)",40.5349981,2, -74.1531477,1.0,0.0
"(40.5350333, -74.1492984)",40.5350333,3, -74.1492984,0.0,0.0
"(40.5350445, -74.2359097)",40.5350445,1, -74.2359097,0.0,0.0
"(40.5350994, -74.163311)",40.5350994,1, -74.163311,0.0,0.0
"(40.5351447, -74.1858211)",40.5351447,1, -74.1858211,0.0,0.0
"(40.5351544, -74.1832021)",40.5351544,3, -74.1832021,1.0,0.0
"(40.5351565, -74.2016432)",40.5351565,2, -74.2016432,0.0,0.0
"(40.5351599, -74.2043522)",40.5351599,3, -74.2043522,3.0,0.0
"(40.5351687, -74.1961642)",40.5351687,8, -74.1961642,3.0,0.0
"(40.5352458, -74.2394576)",40.5352458,1, -74.2394576,0.0,0.0
"(40.5352647, -74.2116592)",40.5352647,3, -74.2116592,0.0,0.0
"(40.5352656, -74.1602571)",40.5352656,2, -74.1602571,5.0,0.0
"(40.5353073, -74.1657147)",40.5353073,1, -74.1657147,0.0,0.0
"(40.5353539, -74.155933)",40.5353539,12, -74.155933,6.0,0.0
"(40.5354064, -74.1935602)",40.5354064,2, -74.1935602,1.0,0.0
"(40.5354572, -74.1526199)",40.5354572,3, -74.1526199,0.0,0.0
"(40.5354883, -74.2182831)",40.5354883,5, -74.2182831,2.0,0.0
"(40.5355165, -74.1727413)",40.5355165,2, -74.1727413,0.0,0.0
"(40.5355346, -74.1788681)",40.5355346,9, -74.1788681,3.0,0.0
"(40.5355489, -74.1819584)",40.5355489,6, -74.1819584,4.0,0.0
"(40.5355726, -74.1524727)",40.5355726,1, -74.1524727,0.0,0.0
"(40.5355735, -74.1476375)",40.5355735,3, -74.1476375,0.0,0.0
"(40.5356582, -74.208124)",40.5356582,8, -74.208124,2.0,0.0
"(40.5357087, -74.1798435)",40.5357087,1, -74.1798435,1.0,0.0
"(40.5357382, -74.1637803)",40.5357382,2, -74.1637803,0.0,0.0
"(40.5358223, -74.2158594)",40.5358223,4, -74.2158594,0.0,0.0
"(40.5358339, -74.2019583)",40.5358339,1, -74.2019583,0.0,0.0
"(40.5358343, -74.1937701)",40.5358343,30, -74.1937701,7.0,0.0
"(40.5358345, -74.2046817)",40.5358345,5, -74.2046817,2.0,0.0
"(40.5358359, -74.1992241)",40.5358359,2, -74.1992241,0.0,0.0
"(40.5358379, -74.1964719)",40.5358379,3, -74.1964719,2.0,0.0
"(40.5358656, -74.1778148)",40.5358656,1, -74.1778148,0.0,0.0
"(40.5359197, -74.1596759)",40.5359197,4, -74.1596759,0.0,0.0
"(40.535924, -74.1808298)",40.535924,12, -74.1808298,1.0,0.0
"(40.5359284, -74.1553228)",40.5359284,1, -74.1553228,0.0,0.0
"(40.5359507, -74.2117441)",40.5359507,1, -74.2117441,0.0,0.0
"(40.5359672, -74.1570425)",40.5359672,2, -74.1570425,1.0,0.0
"(40.5359795, -74.1821575)",40.5359795,1, -74.1821575,0.0,0.0
"(40.5359877, -74.1520095)",40.5359877,2, -74.1520095,0.0,0.0
"(40.5360915, -74.1876333)",40.5360915,1, -74.1876333,0.0,0.0
"(40.5361783, -74.2371549)",40.5361783,2, -74.2371549,3.0,0.0
"(40.5362353, -74.2092699)",40.5362353,1, -74.2092699,0.0,0.0
"(40.5363412, -74.2083492)",40.5363412,5, -74.2083492,2.0,0.0
"(40.5363506, -74.1515858)",40.5363506,6, -74.1515858,1.0,0.0
"(40.536456, -74.1896346)",40.536456,1, -74.1896346,0.0,0.0
"(40.5364739, -74.212343)",40.5364739,1, -74.212343,1.0,0.0
"(40.5364756, -74.1625481)",40.5364756,3, -74.1625481,1.0,0.0
"(40.5364881, -74.1514243)",40.5364881,9, -74.1514243,3.0,0.0
"(40.5364982, -74.2049931)",40.5364982,16, -74.2049931,13.0,0.0
"(40.5365058, -74.2022769)",40.5365058,1, -74.2022769,0.0,0.0
"(40.5365062, -74.1940959)",40.5365062,6, -74.1940959,3.0,0.0
"(40.5365236, -74.2374331)",40.5365236,2, -74.2374331,0.0,0.0
"(40.5365366, -74.1839506)",40.5365366,1, -74.1839506,0.0,0.0
"(40.5365518, -74.1591126)",40.5365518,1, -74.1591126,0.0,0.0
"(40.5365664, -74.1564827)",40.5365664,3, -74.1564827,1.0,0.0
"(40.5366238, -74.1546121)",40.5366238,1, -74.1546121,0.0,0.0
"(40.5366645, -74.1913549)",40.5366645,9, -74.1913549,4.0,0.0
"(40.5366806, -74.1996439)",40.5366806,1, -74.1996439,0.0,0.0
"(40.5367173, -74.2392974)",40.5367173,5, -74.2392974,0.0,0.0
"(40.5368014, -74.1510616)",40.5368014,5, -74.1510616,0.0,0.0
"(40.5368299, -74.2284796)",40.5368299,1, -74.2284796,2.0,0.0
"(40.5369164, -74.2250154)",40.5369164,8, -74.2250154,1.0,0.0
"(40.5369341, -74.1825846)",40.5369341,3, -74.1825846,0.0,0.0
"(40.5369488, -74.1617973)",40.5369488,2, -74.1617973,1.0,0.0
"(40.5369606, -74.1796526)",40.5369606,1, -74.1796526,1.0,0.0
"(40.5370287, -74.2373701)",40.5370287,2, -74.2373701,0.0,0.0
"(40.5370326, -74.2085492)",40.5370326,1, -74.2085492,1.0,0.0
"(40.53707, -74.2179357)",40.53707,1, -74.2179357,0.0,0.0
"(40.5371049, -74.1970945)",40.5371049,2, -74.1970945,1.0,0.0
"(40.5371051, -74.1454787)",40.5371051,4, -74.1454787,0.0,0.0
"(40.537117, -74.1670036)",40.537117,7, -74.1670036,1.0,0.0
"(40.5371561, -74.1944395)",40.5371561,2, -74.1944395,0.0,0.0
"(40.5371653, -74.1540665)",40.5371653,1, -74.1540665,0.0,0.0
"(40.5371701, -74.2053189)",40.5371701,3, -74.2053189,2.0,0.0
"(40.5371779, -74.2395688)",40.5371779,1, -74.2395688,0.0,0.0
"(40.5371917, -74.2395437)",40.5371917,1, -74.2395437,0.0,0.0
"(40.537196, -74.2237895)",40.537196,5, -74.2237895,1.0,0.0
"(40.5372021, -74.1916047)",40.5372021,2, -74.1916047,4.0,0.0
"(40.5372035, -74.1788294)",40.5372035,1, -74.1788294,0.0,0.0
"(40.5372525, -74.158535)",40.5372525,1, -74.158535,0.0,0.0
"(40.5372903, -74.2233005)",40.5372903,2, -74.2233005,0.0,0.0
"(40.5373327, -74.2168968)",40.5373327,3, -74.2168968,0.0,0.0
"(40.5373666, -74.2178683)",40.5373666,3, -74.2178683,0.0,0.0
"(40.5373873, -74.1660904)",40.5373873,1, -74.1660904,0.0,0.0
"(40.5374001, -74.2175626)",40.5374001,1, -74.2175626,0.0,0.0
"(40.5374164, -74.1610394)",40.5374164,2, -74.1610394,0.0,0.0
"(40.5374181, -74.1748977)",40.5374181,5, -74.1748977,1.0,0.0
"(40.537456, -74.2213511)",40.537456,1, -74.2213511,0.0,0.0
"(40.5374782, -74.2125045)",40.5374782,1, -74.2125045,0.0,0.0
"(40.5374841, -74.2210274)",40.5374841,1, -74.2210274,0.0,0.0
"(40.5374912, -74.1791143)",40.5374912,4, -74.1791143,1.0,0.0
"(40.5375804, -74.2136309)",40.5375804,1, -74.2136309,0.0,0.0
"(40.5376064, -74.2327455)",40.5376064,9, -74.2327455,2.0,0.0
"(40.5376161, -74.2194305)",40.5376161,2, -74.2194305,0.0,0.0
"(40.5376795, -74.1651917)",40.5376795,4, -74.1651917,0.0,0.0
"(40.5377004, -74.1500095)",40.5377004,77, -74.1500095,22.0,0.0
"(40.5377174, -74.1674548)",40.5377174,1, -74.1674548,0.0,0.0
"(40.5377403, -74.2087565)",40.5377403,1, -74.2087565,0.0,0.0
"(40.5377429, -74.1446598)",40.5377429,1, -74.1446598,0.0,0.0
"(40.5377483, -74.2178012)",40.5377483,8, -74.2178012,2.0,0.0
"(40.5378345, -74.1974348)",40.5378345,1, -74.1974348,0.0,0.0
"(40.5378366, -74.2056376)",40.5378366,6, -74.2056376,3.0,0.0
"(40.5378517, -74.2001655)",40.5378517,5, -74.2001655,2.0,0.0
"(40.5378585, -74.1741325)",40.5378585,10, -74.1741325,0.0,0.0
"(40.5378658, -74.1919124)",40.5378658,1, -74.1919124,0.0,0.0
"(40.5378994, -74.1591409)",40.5378994,2, -74.1591409,1.0,0.0
"(40.537902, -74.2344915)",40.537902,2, -74.2344915,0.0,0.0
"(40.5380026, -74.1732119)",40.5380026,4, -74.1732119,2.0,0.0
"(40.538048, -74.1628002)",40.538048,1, -74.1628002,0.0,0.0
"(40.5380525, -74.2223101)",40.5380525,1, -74.2223101,0.0,0.0
"(40.538088, -74.1495715)",40.538088,4, -74.1495715,0.0,0.0
"(40.5380973, -74.1722659)",40.5380973,2, -74.1722659,0.0,0.0
"(40.5381022, -74.21201)",40.5381022,2, -74.21201,3.0,0.0
"(40.5381084, -74.2355931)",40.5381084,1, -74.2355931,0.0,0.0
"(40.5381097, -74.1785476)",40.5381097,3, -74.1785476,0.0,0.0
"(40.5381345, -74.221062)",40.5381345,1, -74.221062,0.0,0.0
"(40.5381354, -74.2357911)",40.5381354,1, -74.2357911,0.0,0.0
"(40.5382984, -74.1584187)",40.5382984,2, -74.1584187,0.0,0.0
"(40.5383111, -74.2177095)",40.5383111,6, -74.2177095,0.0,0.0
"(40.5383262, -74.1678665)",40.5383262,3, -74.1678665,1.0,0.0
"(40.5383353, -74.1595557)",40.5383353,6, -74.1595557,0.0,0.0
"(40.5383518, -74.1493382)",40.5383518,3, -74.1493382,0.0,0.0
"(40.5383586, -74.1719572)",40.5383586,2, -74.1719572,0.0,0.0
"(40.5384212, -74.1569907)",40.5384212,2, -74.1569907,0.0,0.0
"(40.5384245, -74.1524936)",40.5384245,1, -74.1524936,0.0,0.0
"(40.5384454, -74.2089746)",40.5384454,1, -74.2089746,0.0,0.0
"(40.5384616, -74.2222359)",40.5384616,1, -74.2222359,0.0,0.0
"(40.5384863, -74.1950766)",40.5384863,1, -74.1950766,0.0,0.0
"(40.5385009, -74.1977678)",40.5385009,3, -74.1977678,0.0,0.0
"(40.5385194, -74.2059599)",40.5385194,3, -74.2059599,0.0,0.0
"(40.5385319, -74.2004698)",40.5385319,2, -74.2004698,0.0,0.0
"(40.5385364, -74.1777644)",40.5385364,2, -74.1777644,2.0,0.0
"(40.5385504, -74.1862479)",40.5385504,1, -74.1862479,0.0,0.0
"(40.5385948, -74.1892773)",40.5385948,1, -74.1892773,1.0,0.0
"(40.5386309, -74.1435105)",40.5386309,1, -74.1435105,0.0,0.0
"(40.5386319, -74.2222185)",40.5386319,1, -74.2222185,0.0,0.0
"(40.5386473, -74.1715981)",40.5386473,3, -74.1715981,0.0,0.0
"(40.5386566, -74.1633557)",40.5386566,8, -74.1633557,7.0,0.0
"(40.5386702, -74.1834204)",40.5386702,2, -74.1834204,0.0,0.0
"(40.5386889, -74.1970092)",40.5386889,1, -74.1970092,0.0,0.0
"(40.5387036, -74.1779051)",40.5387036,1, -74.1779051,0.0,0.0
"(40.5387145, -74.149026)",40.5387145,6, -74.149026,2.0,0.0
"(40.5387313, -74.2396464)",40.5387313,2, -74.2396464,0.0,0.0
"(40.5387348, -74.1736419)",40.5387348,1, -74.1736419,0.0,0.0
"(40.5387404, -74.1501881)",40.5387404,1, -74.1501881,0.0,0.0
"(40.5388339, -74.1562722)",40.5388339,2, -74.1562722,0.0,0.0
"(40.5388426, -74.1517894)",40.5388426,2, -74.1517894,3.0,0.0
"(40.5389294, -74.1682925)",40.5389294,4, -74.1682925,2.0,0.0
"(40.5389954, -74.2158013)",40.5389954,1, -74.2158013,0.0,0.0
"(40.5390419, -74.1809642)",40.5390419,1, -74.1809642,0.0,0.0
"(40.5390754, -74.1542724)",40.5390754,1, -74.1542724,0.0,0.0
"(40.5391774, -74.195424)",40.5391774,9, -74.195424,0.0,0.0
"(40.5391866, -74.1980828)",40.5391866,1, -74.1980828,0.0,0.0
"(40.5391886, -74.206275)",40.5391886,6, -74.206275,1.0,0.0
"(40.5392149, -74.2007524)",40.5392149,1, -74.2007524,0.0,0.0
"(40.5392189, -74.2374787)",40.5392189,6, -74.2374787,1.0,0.0
"(40.5392282, -74.2218463)",40.5392282,1, -74.2218463,0.0,0.0
"(40.539233, -74.1709197)",40.539233,3, -74.1709197,0.0,0.0
"(40.5392628, -74.1674515)",40.5392628,1, -74.1674515,1.0,0.0
"(40.539264, -74.1895958)",40.539264,1, -74.1895958,0.0,0.0
"(40.5392737, -74.2210154)",40.5392737,1, -74.2210154,0.0,0.0
"(40.5392888, -74.1485452)",40.5392888,5, -74.1485452,1.0,0.0
"(40.5393121, -74.2166945)",40.5393121,1, -74.2166945,0.0,0.0
"(40.5393238, -74.1866458)",40.5393238,1, -74.1866458,0.0,0.0
"(40.5394737, -74.1750901)",40.5394737,3, -74.1750901,0.0,0.0
"(40.539486, -74.166862)",40.539486,1, -74.166862,1.0,0.0
"(40.5394905, -74.1617927)",40.5394905,2, -74.1617927,0.0,0.0
"(40.5395088, -74.1772777)",40.5395088,2, -74.1772777,0.0,0.0
"(40.5395256, -74.1805517)",40.5395256,1, -74.1805517,0.0,0.0
"(40.5395271, -74.1687294)",40.5395271,2, -74.1687294,0.0,0.0
"(40.5395698, -74.1838402)",40.5395698,6, -74.1838402,1.0,0.0
"(40.5396565, -74.154835)",40.5396565,1, -74.154835,0.0,0.0
"(40.5396829, -74.2046287)",40.5396829,1, -74.2046287,0.0,0.0
"(40.5397604, -74.174267)",40.5397604,2, -74.174267,0.0,0.0
"(40.5397999, -74.1481254)",40.5397999,10, -74.1481254,2.0,0.0
"(40.5398383, -74.1957641)",40.5398383,2, -74.1957641,1.0,0.0
"(40.5398392, -74.1516477)",40.5398392,2, -74.1516477,0.0,0.0
"(40.5398417, -74.2093891)",40.5398417,1, -74.2093891,0.0,0.0
"(40.5398437, -74.1772318)",40.5398437,4, -74.1772318,0.0,0.0
"(40.5398509, -74.2220606)",40.5398509,1, -74.2220606,0.0,0.0
"(40.5398518, -74.2215677)",40.5398518,2, -74.2215677,0.0,0.0
"(40.5398734, -74.192868)",40.5398734,5, -74.192868,4.0,0.0
"(40.5398771, -74.2065325)",40.5398771,4, -74.2065325,0.0,0.0
"(40.5398978, -74.1610238)",40.5398978,17, -74.1610238,3.0,0.0
"(40.5398978, -74.2010495)",40.5398978,1, -74.2010495,0.0,0.0
"(40.5399091, -74.182769)",40.5399091,1, -74.182769,0.0,0.0
"(40.539936, -74.1899144)",40.539936,2, -74.1899144,0.0,0.0
"(40.5400361, -74.1840646)",40.5400361,1, -74.1840646,1.0,0.0
"(40.5400526, -74.1734582)",40.5400526,2, -74.1734582,1.0,0.0
"(40.5400692, -74.1541199)",40.5400692,1, -74.1541199,0.0,0.0
"(40.5400884, -74.1478706)",40.5400884,5, -74.1478706,0.0,0.0
"(40.540131, -74.2176794)",40.540131,27, -74.2176794,11.0,0.0
"(40.5401385, -74.1919513)",40.5401385,1, -74.1919513,0.0,0.0
"(40.5401401, -74.1755056)",40.5401401,3, -74.1755056,0.0,0.0
