,LAT,LOCATION,LON,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
"(40.7597905, -73.8427294)",40.7597905,1, -73.8427294,0.0,0.0
"(40.759819, -73.913898)",40.759819,11, -73.913898,0.0,0.0
"(40.7598194, -73.8804578)",40.7598194,11, -73.8804578,1.0,0.0
"(40.7598258, -73.776105)",40.7598258,5, -73.776105,0.0,0.0
"(40.759828, -73.8012502)",40.759828,3, -73.8012502,2.0,0.0
"(40.7598378, -73.9063249)",40.7598378,3, -73.9063249,2.0,0.0
"(40.7598419, -73.9841751)",40.7598419,188, -73.9841751,10.0,0.0
"(40.7598682, -73.7711488)",40.7598682,36, -73.7711488,4.0,0.0
"(40.7598704, -73.8622829)",40.7598704,15, -73.8622829,3.0,0.0
"(40.7598731, -73.8449708)",40.7598731,1, -73.8449708,0.0,0.0
"(40.7598757, -73.7955612)",40.7598757,2, -73.7955612,0.0,0.0
"(40.7598793, -73.7247784)",40.7598793,4, -73.7247784,0.0,0.0
"(40.7598805, -73.9617769)",40.7598805,1, -73.9617769,0.0,0.0
"(40.7598833, -73.878559)",40.7598833,1, -73.878559,2.0,0.0
"(40.7598833, -73.9367906)",40.7598833,80, -73.9367906,29.0,0.0
"(40.7598908, -73.7227028)",40.7598908,1, -73.7227028,0.0,0.0
"(40.7598951, -73.8239334)",40.7598951,17, -73.8239334,5.0,0.0
"(40.7598984, -73.7413433)",40.7598984,2, -73.7413433,0.0,0.0
"(40.7598989, -73.9804246)",40.7598989,110, -73.9804246,9.0,0.0
"(40.7599093, -73.7603123)",40.7599093,3, -73.7603123,0.0,0.0
"(40.7599125, -73.9588098)",40.7599125,150, -73.9588098,11.0,0.0
"(40.7599172, -73.8795264)",40.7599172,12, -73.8795264,5.0,0.0
"(40.7599226, -73.7708887)",40.7599226,9, -73.7708887,1.0,0.0
"(40.7599294, -73.8861537)",40.7599294,1, -73.8861537,0.0,0.0
"(40.7599362, -73.8019141)",40.7599362,1, -73.8019141,0.0,0.0
"(40.7599363, -73.7709103)",40.7599363,1, -73.7709103,0.0,0.0
"(40.759944, -73.962766)",40.759944,1, -73.962766,0.0,0.0
"(40.7599487, -73.7964959)",40.7599487,3, -73.7964959,0.0,0.0
"(40.7599599, -73.8982209)",40.7599599,34, -73.8982209,8.0,0.0
"(40.7599627, -73.8613875)",40.7599627,8, -73.8613875,1.0,0.0
"(40.7599814, -73.723872)",40.7599814,3, -73.723872,0.0,0.0
"(40.7599831, -73.9648018)",40.7599831,201, -73.9648018,20.0,0.0
"(40.759986, -73.8021522)",40.759986,5, -73.8021522,0.0,0.0
"(40.7599966, -73.7821904)",40.7599966,9, -73.7821904,2.0,0.0
"(40.760003, -73.8263119)",40.760003,1, -73.8263119,0.0,0.0
"(40.7600064, -73.8979285)",40.7600064,1, -73.8979285,1.0,0.0
"(40.7600123, -73.8785949)",40.7600123,8, -73.8785949,3.0,0.0
"(40.7600205, -73.8592613)",40.7600205,70, -73.8592613,27.0,0.0
"(40.7600217, -73.797427)",40.7600217,1, -73.797427,0.0,0.0
"(40.7600312, -73.7635353)",40.7600312,1, -73.7635353,0.0,0.0
"(40.7600329, -73.8880884)",40.7600329,1, -73.8880884,0.0,0.0
"(40.7600423, -73.8784035)",40.7600423,1, -73.8784035,0.0,0.0
"(40.7600443, -73.8282647)",40.7600443,1, -73.8282647,1.0,0.0
"(40.7600444, -73.897553)",40.7600444,21, -73.897553,5.0,0.0
"(40.7600483, -73.9280514)",40.7600483,21, -73.9280514,6.0,0.0
"(40.760056, -73.9416275)",40.760056,6, -73.9416275,0.0,0.0
"(40.7600628, -73.7752235)",40.7600628,5, -73.7752235,0.0,0.0
"(40.7600707, -73.9965491)",40.7600707,1, -73.9965491,0.0,0.0
"(40.7600726, -73.832571)",40.7600726,1, -73.832571,0.0,0.0
"(40.7600833, -73.7702745)",40.7600833,28, -73.7702745,1.0,0.0
"(40.7600967, -73.7227525)",40.7600967,3, -73.7227525,2.0,0.0
"(40.7600989, -73.921395)",40.7600989,23, -73.921395,8.0,0.0
"(40.7601077, -73.7701192)",40.7601077,6, -73.7701192,0.0,0.0
"(40.7601104, -73.7701083)",40.7601104,2, -73.7701083,0.0,0.0
"(40.7601129, -73.877667)",40.7601129,19, -73.877667,14.0,0.0
"(40.7601164, -73.9848356)",40.7601164,78, -73.9848356,5.0,0.0
"(40.760118, -73.8909327)",40.760118,1, -73.8909327,0.0,0.0
"(40.7601267, -73.7592827)",40.7601267,1, -73.7592827,0.0,0.0
"(40.7601275, -73.8030722)",40.7601275,15, -73.8030722,1.0,0.0
"(40.7601401, -73.8774901)",40.7601401,1, -73.8774901,0.0,0.0
"(40.7601424, -73.8966215)",40.7601424,8, -73.8966215,2.0,0.0
"(40.7601428, -73.8774612)",40.7601428,1, -73.8774612,0.0,0.0
"(40.7601432, -73.7700324)",40.7601432,2, -73.7700324,0.0,0.0
"(40.7601436, -73.889052)",40.7601436,1, -73.889052,0.0,0.0
"(40.7601458, -73.9069958)",40.7601458,9, -73.9069958,1.0,0.0
"(40.7601531, -73.9987944)",40.7601531,105, -73.9987944,7.0,0.0
"(40.7601586, -74.0026387)",40.7601586,103, -74.0026387,21.0,1.0
"(40.7601588, -73.7304229)",40.7601588,1, -73.7304229,0.0,0.0
"(40.7601588, -73.8719347)",40.7601588,1, -73.8719347,0.0,0.0
"(40.7601589, -73.7315996)",40.7601589,1, -73.7315996,0.0,0.0
"(40.7601596, -73.9180235)",40.7601596,1, -73.9180235,0.0,0.0
"(40.760161, -73.8899796)",40.760161,1, -73.8899796,0.0,0.0
"(40.7601617, -73.8824245)",40.7601617,1, -73.8824245,0.0,0.0
"(40.7601688, -73.8326104)",40.7601688,22, -73.8326104,5.0,0.0
"(40.760174, -73.7369781)",40.760174,3, -73.7369781,0.0,0.0
"(40.7601765, -73.8439738)",40.7601765,8, -73.8439738,0.0,0.0
"(40.7601818, -73.7391836)",40.7601818,1, -73.7391836,0.0,0.0
"(40.7601866, -73.888117)",40.7601866,1, -73.888117,0.0,0.0
"(40.7601874, -73.9146953)",40.7601874,33, -73.9146953,5.0,0.0
"(40.7601885, -73.9328955)",40.7601885,6, -73.9328955,1.0,0.0
"(40.7601899, -73.8228678)",40.7601899,1, -73.8228678,3.0,0.0
"(40.7601916, -73.8276001)",40.7601916,1, -73.8276001,0.0,0.0
"(40.760202, -73.9374906)",40.760202,3, -73.9374906,0.0,0.0
"(40.7602048, -73.9374726)",40.7602048,1, -73.9374726,0.0,0.0
"(40.7602107, -73.8767391)",40.7602107,12, -73.8767391,2.0,0.0
"(40.7602226, -73.967462)",40.7602226,353, -73.967462,34.0,0.0
"(40.7602249, -73.9576256)",40.7602249,1, -73.9576256,0.0,0.0
"(40.760229, -73.9615205)",40.760229,95, -73.9615205,9.0,0.0
"(40.7602328, -73.8118652)",40.7602328,4, -73.8118652,0.0,0.0
"(40.7602337, -73.7813053)",40.7602337,4, -73.7813053,0.0,0.0
"(40.7602364, -73.7318917)",40.7602364,2, -73.7318917,0.0,0.0
"(40.7602365, -73.9179873)",40.7602365,1, -73.9179873,0.0,0.0
"(40.7602389, -73.9102156)",40.7602389,3, -73.9102156,1.0,0.0
"(40.7602404, -73.8956937)",40.7602404,9, -73.8956937,1.0,0.0
"(40.7602507, -73.9696243)",40.7602507,60, -73.9696243,9.0,0.0
"(40.7602524, -73.8603654)",40.7602524,15, -73.8603654,8.0,0.0
"(40.7602544, -73.8349204)",40.7602544,40, -73.8349204,6.0,0.0
"(40.7602699, -73.8304841)",40.7602699,36, -73.8304841,7.0,0.0
"(40.7602718, -73.8039995)",40.7602718,46, -73.8039995,13.0,0.0
"(40.7602845, -73.7693497)",40.7602845,103, -73.7693497,13.0,0.0
"(40.7602941, -73.917915)",40.7602941,1, -73.917915,0.0,0.0
"(40.7602999, -73.7416594)",40.7602999,3, -73.7416594,3.0,0.0
"(40.7603012, -73.9949825)",40.7603012,110, -73.9949825,6.0,0.0
"(40.7603085, -73.8758076)",40.7603085,10, -73.8758076,7.0,0.0
"(40.760309, -73.7692161)",40.760309,1, -73.7692161,0.0,0.0
"(40.7603108, -73.7743094)",40.7603108,13, -73.7743094,5.0,0.0
"(40.7603116, -73.9716962)",40.7603116,63, -73.9716962,7.0,0.0
"(40.7603142, -73.8661552)",40.7603142,1, -73.8661552,0.0,0.0
"(40.7603328, -73.832148)",40.7603328,1, -73.832148,0.0,0.0
"(40.7603341, -73.7349957)",40.7603341,2, -73.7349957,0.0,0.0
"(40.7603384, -73.8947586)",40.7603384,7, -73.8947586,6.0,0.0
"(40.7603395, -73.7301947)",40.7603395,1, -73.7301947,0.0,0.0
"(40.7603398, -73.9992131)",40.7603398,1, -73.9992131,0.0,0.0
"(40.7603501, -73.942443)",40.7603501,5, -73.942443,1.0,0.0
"(40.7603532, -73.991232)",40.7603532,112, -73.991232,21.0,0.0
"(40.7603642, -73.9737646)",40.7603642,59, -73.9737646,13.0,0.0
"(40.7603725, -73.8150883)",40.7603725,26, -73.8150883,10.0,0.0
"(40.760374, -73.9815327)",40.760374,1, -73.9815327,0.0,0.0
"(40.7603745, -73.9851893)",40.7603745,1, -73.9851893,0.0,0.0
"(40.7603774, -73.9233656)",40.7603774,1, -73.9233656,0.0,0.0
"(40.7603793, -73.7580004)",40.7603793,22, -73.7580004,3.0,0.0
"(40.7603843, -73.7684578)",40.7603843,16, -73.7684578,3.0,0.0
"(40.7603888, -73.8843409)",40.7603888,1, -73.8843409,1.0,0.0
"(40.7603901, -73.7181163)",40.7603901,1, -73.7181163,0.0,0.0
"(40.7604004, -73.8720136)",40.7604004,1, -73.8720136,0.0,0.0
"(40.760405, -73.9874743)",40.760405,155, -73.9874743,15.0,0.0
"(40.7604118, -73.87484)",40.7604118,11, -73.87484,3.0,0.0
"(40.7604196, -73.9758293)",40.7604196,106, -73.9758293,17.0,0.0
"(40.7604221, -73.9288487)",40.7604221,10, -73.9288487,4.0,0.0
"(40.7604363, -73.8938308)",40.7604363,8, -73.8938308,0.0,0.0
"(40.7604408, -73.8049159)",40.7604408,12, -73.8049159,1.0,0.0
"(40.7604444, -73.8936755)",40.7604444,1, -73.8936755,0.0,0.0
"(40.7604542, -73.985655)",40.7604542,1, -73.985655,0.0,0.0
"(40.7604552, -73.8430563)",40.7604552,10, -73.8430563,1.0,0.0
"(40.7604566, -73.983731)",40.7604566,141, -73.983731,15.0,0.0
"(40.7604644, -73.8265417)",40.7604644,99, -73.8265417,17.0,1.0
"(40.7604709, -73.7804201)",40.7604709,6, -73.7804201,0.0,0.0
"(40.7604754, -73.9221959)",40.7604754,37, -73.9221959,10.0,0.0
"(40.7604804, -73.9582463)",40.7604804,1, -73.9582463,0.0,0.0
"(40.7604922, -73.7675188)",40.7604922,43, -73.7675188,9.0,0.0
"(40.7604952, -73.8613864)",40.7604952,8, -73.8613864,2.0,0.0
"(40.7604967, -73.9660469)",40.7604967,1, -73.9660469,1.0,0.0
"(40.7605122, -73.8291334)",40.7605122,37, -73.8291334,3.0,0.0
"(40.7605154, -73.9383422)",40.7605154,8, -73.9383422,2.0,0.0
"(40.760517, -73.9077931)",40.760517,13, -73.9077931,1.0,0.0
"(40.7605188, -73.8651405)",40.7605188,1, -73.8651405,0.0,0.0
"(40.7605204, -73.8737786)",40.7605204,10, -73.8737786,0.0,0.0
"(40.7605237, -73.9335918)",40.7605237,1, -73.9335918,0.0,0.0
"(40.7605247, -73.9799732)",40.7605247,131, -73.9799732,9.0,0.0
"(40.7605337, -73.8215565)",40.7605337,57, -73.8215565,20.0,0.0
"(40.7605342, -73.7734423)",40.7605342,14, -73.7734423,3.0,0.0
"(40.7605343, -73.8928993)",40.7605343,6, -73.8928993,2.0,0.0
"(40.7605344, -73.9022846)",40.7605344,8, -73.9022846,0.0,0.0
"(40.7605353, -73.9583509)",40.7605353,233, -73.9583509,16.0,0.0
"(40.7605438, -73.767266)",40.7605438,1, -73.767266,0.0,0.0
"(40.7605475, -73.8661981)",40.7605475,1, -73.8661981,0.0,0.0
"(40.7605518, -73.7671107)",40.7605518,2, -73.7671107,0.0,0.0
"(40.7605561, -73.8815286)",40.7605561,1, -73.8815286,0.0,0.0
"(40.7605613, -73.7288149)",40.7605613,6, -73.7288149,0.0,0.0
"(40.7605628, -73.7671504)",40.7605628,1, -73.7671504,0.0,0.0
"(40.7605654, -73.8261661)",40.7605654,1, -73.8261661,0.0,0.0
"(40.7605668, -73.9154926)",40.7605668,12, -73.9154926,2.0,0.0
"(40.7605753, -73.7312731)",40.7605753,2, -73.7312731,0.0,0.0
"(40.7605755, -73.9910804)",40.7605755,1, -73.9910804,0.0,0.0
"(40.7605862, -73.731255)",40.7605862,4, -73.731255,0.0,0.0
"(40.7605891, -73.8642235)",40.7605891,1, -73.8642235,0.0,0.0
"(40.7605917, -73.7312441)",40.7605917,1, -73.7312441,0.0,0.0
"(40.7605927, -73.766977)",40.7605927,2, -73.766977,0.0,0.0
"(40.7605948, -73.8407782)",40.7605948,1, -73.8407782,0.0,0.0
"(40.7605972, -73.7312333)",40.7605972,1, -73.7312333,0.0,0.0
"(40.7606005, -73.9643142)",40.7606005,472, -73.9643142,49.0,0.0
"(40.7606054, -73.7312224)",40.7606054,1, -73.7312224,0.0,0.0
"(40.7606153, -73.8058395)",40.7606153,10, -73.8058395,2.0,0.0
"(40.7606155, -73.8728832)",40.7606155,10, -73.8728832,2.0,0.0
"(40.7606264, -73.817683)",40.7606264,17, -73.817683,5.0,0.0
"(40.7606265, -73.8806152)",40.7606265,1, -73.8806152,0.0,0.0
"(40.7606322, -73.891975)",40.7606322,4, -73.891975,1.0,0.0
"(40.7606407, -73.7951437)",40.7606407,1, -73.7951437,0.0,0.0
"(40.7606407, -73.961235)",40.7606407,1, -73.961235,0.0,0.0
"(40.760644, -73.7954541)",40.760644,2, -73.7954541,0.0,0.0
"(40.7606468, -73.766605)",40.7606468,36, -73.766605,4.0,0.0
"(40.7606476, -73.8824922)",40.7606476,1, -73.8824922,0.0,0.0
"(40.7606529, -73.8671183)",40.7606529,1, -73.8671183,0.0,0.0
"(40.7606579, -73.9433019)",40.7606579,7, -73.9433019,3.0,0.0
"(40.7606645, -73.8139973)",40.7606645,8, -73.8139973,1.0,0.0
"(40.7606738, -73.7663956)",40.7606738,3, -73.7663956,0.0,0.0
"(40.7606849, -73.7664352)",40.7606849,8, -73.7664352,0.0,0.0
"(40.7606855, -73.8621982)",40.7606855,3, -73.8621982,0.0,0.0
"(40.7607029, -73.8209568)",40.7607029,1, -73.8209568,0.0,0.0
"(40.7607075, -73.7941328)",40.7607075,1, -73.7941328,0.0,0.0
"(40.7607077, -73.7942555)",40.7607077,2, -73.7942555,0.0,0.0
"(40.7607107, -73.7795349)",40.7607107,4, -73.7795349,0.0,0.0
"(40.7607178, -73.7419971)",40.7607178,4, -73.7419971,1.0,0.0
"(40.760726, -73.8662302)",40.760726,1, -73.8662302,0.0,0.0
"(40.7607274, -73.8910544)",40.7607274,25, -73.8910544,5.0,0.0
"(40.7607292, -73.8844016)",40.7607292,1, -73.8844016,0.0,0.0
"(40.7607317, -73.9019342)",40.7607317,5, -73.9019342,0.0,0.0
"(40.7607339, -73.842146)",40.7607339,9, -73.842146,0.0,0.0
"(40.7607489, -73.8624255)",40.7607489,9, -73.8624255,0.0,0.0
"(40.760763, -73.7725535)",40.760763,4, -73.7725535,1.0,0.0
"(40.7607639, -73.7934395)",40.7607639,10, -73.7934395,2.0,0.0
"(40.7607683, -73.8720851)",40.7607683,9, -73.8720851,3.0,0.0
"(40.7607719, -73.9687396)",40.7607719,1, -73.9687396,0.0,0.0
"(40.7607748, -73.8611295)",40.7607748,2, -73.8611295,0.0,0.0
"(40.7607762, -74.0021839)",40.7607762,158, -74.0021839,22.0,0.0
"(40.7607764, -73.9570188)",40.7607764,1, -73.9570188,0.0,0.0
"(40.7607845, -73.8718613)",40.7607845,1, -73.8718613,0.0,0.0
"(40.760787, -73.8067595)",40.760787,12, -73.8067595,6.0,0.0
"(40.7607884, -73.9108754)",40.7607884,3, -73.9108754,0.0,0.0
"(40.7607944, -73.9845106)",40.7607944,50, -73.9845106,4.0,0.0
"(40.7607946, -73.8307426)",40.7607946,47, -73.8307426,2.0,0.0
"(40.7607984, -73.7723909)",40.7607984,1, -73.7723909,0.0,0.0
"(40.7607986, -73.9296497)",40.7607986,8, -73.9296497,2.0,1.0
"(40.7607987, -73.7352899)",40.7607987,4, -73.7352899,1.0,0.0
"(40.7608013, -73.9391433)",40.7608013,14, -73.9391433,5.0,0.0
"(40.7608014, -73.7656912)",40.7608014,14, -73.7656912,3.0,0.0
"(40.7608056, -73.8710743)",40.7608056,12, -73.8710743,8.0,0.0
"(40.7608167, -73.7395818)",40.7608167,2, -73.7395818,0.0,0.0
"(40.7608228, -73.9983142)",40.7608228,278, -73.9983142,50.0,1.0
"(40.7608257, -73.7654854)",40.7608257,2, -73.7654854,0.0,0.0
"(40.7608281, -73.8901121)",40.7608281,16, -73.8901121,7.0,0.0
"(40.7608367, -73.8020486)",40.7608367,30, -73.8020486,4.0,0.0
"(40.7608392, -73.7925549)",40.7608392,2, -73.7925549,0.0,0.0
"(40.7608441, -73.8787558)",40.7608441,1, -73.8787558,0.0,0.0
"(40.7608454, -73.8853941)",40.7608454,1, -73.8853941,0.0,0.0
"(40.7608493, -73.9229969)",40.7608493,29, -73.9229969,8.0,0.0
"(40.7608547, -73.7229334)",40.7608547,9, -73.7229334,3.0,0.0
"(40.7608555, -73.9241014)",40.7608555,1, -73.9241014,0.0,0.0
"(40.7608574, -73.9610689)",40.7608574,146, -73.9610689,24.0,1.0
"(40.7608662, -73.792331)",40.7608662,1, -73.792331,0.0,0.0
"(40.7608909, -73.9085903)",40.7608909,12, -73.9085903,1.0,0.0
"(40.7608951, -73.8416222)",40.7608951,1, -73.8416222,0.0,0.0
"(40.7608991, -73.813134)",40.7608991,8, -73.813134,8.0,0.0
"(40.7609006, -73.8701681)",40.7609006,10, -73.8701681,6.0,0.0
"(40.7609059, -73.9669961)",40.7609059,186, -73.9669961,21.0,1.0
"(40.7609092, -73.8729368)",40.7609092,9, -73.8729368,2.0,0.0
"(40.7609117, -73.7916559)",40.7609117,3, -73.7916559,0.0,0.0
"(40.7609233, -73.8891878)",40.7609233,11, -73.8891878,6.0,0.0
"(40.760927, -73.9945276)",40.760927,124, -73.9945276,8.0,0.0
"(40.7609285, -73.969133)",40.7609285,127, -73.969133,13.0,0.0
"(40.7609333, -73.8699298)",40.7609333,1, -73.8699298,0.0,0.0
"(40.7609373, -73.844351)",40.7609373,1, -73.844351,1.0,0.0
"(40.7609373, -73.9712411)",40.7609373,49, -73.9712411,7.0,0.0
"(40.7609461, -73.9162934)",40.7609461,20, -73.9162934,5.0,0.0
"(40.7609477, -73.7647702)",40.7609477,17, -73.7647702,2.0,0.0
"(40.7609504, -73.880676)",40.7609504,1, -73.880676,0.0,0.0
"(40.760951, -73.721879)",40.760951,2, -73.721879,0.0,0.0
"(40.7609587, -73.8076794)",40.7609587,20, -73.8076794,12.0,0.0
"(40.7609646, -73.87594)",40.7609646,1, -73.87594,0.0,0.0
"(40.7609751, -73.8977176)",40.7609751,6, -73.8977176,2.0,0.0
"(40.7609779, -73.8633924)",40.7609779,8, -73.8633924,3.0,0.0
"(40.7609869, -73.7907604)",40.7609869,2, -73.7907604,0.0,0.0
"(40.7609897, -73.827237)",40.7609897,1, -73.827237,0.0,0.0
"(40.7609899, -73.9733095)",40.7609899,58, -73.9733095,4.0,0.0
"(40.7609926, -73.990759)",40.7609926,101, -73.990759,11.0,0.0
"(40.7609937, -73.8244214)",40.7609937,62, -73.8244214,15.0,0.0
"(40.761, -73.7716647)",40.761,8, -73.7716647,0.0,0.0
"(40.7610029, -73.8029289)",40.7610029,1, -73.8029289,0.0,0.0
"(40.7610093, -73.8691499)",40.7610093,9, -73.8691499,3.0,0.0
"(40.7610157, -73.8749616)",40.7610157,1, -73.8749616,0.0,0.0
"(40.7610212, -73.8882564)",40.7610212,8, -73.8882564,3.0,0.0
"(40.7610362, -73.9870157)",40.7610362,113, -73.9870157,13.0,0.0
"(40.7610398, -73.9753742)",40.7610398,103, -73.9753742,9.0,0.0
"(40.761048, -73.8351748)",40.761048,31, -73.8351748,3.0,0.0
"(40.7610566, -73.7898613)",40.7610566,17, -73.7898613,1.0,0.0
"(40.761064, -73.8738786)",40.761064,7, -73.8738786,3.0,0.0
"(40.7610934, -73.9832615)",40.7610934,79, -73.9832615,4.0,0.0
"(40.7610935, -73.8268686)",40.7610935,61, -73.8268686,11.0,0.0
"(40.7610968, -73.7638528)",40.7610968,14, -73.7638528,0.0,0.0
"(40.7611009, -73.9399805)",40.7611009,13, -73.9399805,7.0,0.0
"(40.7611151, -73.8806829)",40.7611151,1, -73.8806829,0.0,0.0
"(40.7611152, -73.8681318)",40.7611152,8, -73.8681318,0.0,0.0
"(40.7611191, -73.8873285)",40.7611191,17, -73.8873285,6.0,0.0
"(40.7611251, -73.8602444)",40.7611251,3, -73.8602444,0.0,0.0
"(40.7611265, -73.7636181)",40.7611265,2, -73.7636181,0.0,0.0
"(40.7611267, -73.7637155)",40.7611267,2, -73.7637155,0.0,0.0
"(40.7611291, -73.7889659)",40.7611291,4, -73.7889659,0.0,0.0
"(40.7611306, -73.965599)",40.7611306,1, -73.965599,0.0,0.0
"(40.761131, -73.812267)",40.761131,24, -73.812267,9.0,1.0
"(40.7611332, -73.8085958)",40.7611332,12, -73.8085958,0.0,0.0
"(40.7611341, -73.8678935)",40.7611341,1, -73.8678935,0.0,0.0
"(40.7611397, -73.9355802)",40.7611397,1, -73.9355802,0.0,0.0
"(40.7611437, -73.8643342)",40.7611437,29, -73.8643342,20.0,0.0
"(40.7611476, -73.9795146)",40.7611476,111, -73.9795146,14.0,0.0
"(40.7611571, -73.7408114)",40.7611571,1, -73.7408114,0.0,0.0
"(40.7611615, -73.788659)",40.7611615,1, -73.788659,0.0,0.0
"(40.7611686, -73.7850853)",40.7611686,1, -73.7850853,0.0,0.0
"(40.7611686, -73.8293663)",40.7611686,46, -73.8293663,3.0,0.0
"(40.761173, -73.8029248)",40.761173,1, -73.8029248,0.0,0.0
"(40.7611802, -73.9579029)",40.7611802,213, -73.9579029,8.0,0.0
"(40.7611829, -73.8120863)",40.7611829,1, -73.8120863,0.0,0.0
"(40.7611925, -73.8759793)",40.7611925,1, -73.8759793,0.0,0.0
"(40.7612043, -73.7880668)",40.7612043,3, -73.7880668,0.0,0.0
"(40.7612065, -73.8405204)",40.7612065,9, -73.8405204,3.0,0.0
"(40.7612129, -73.8672291)",40.7612129,8, -73.8672291,0.0,0.0
"(40.761217, -73.886397)",40.761217,12, -73.886397,8.0,0.0
"(40.7612179, -73.7707868)",40.7612179,12, -73.7707868,0.0,0.0
"(40.7612213, -73.8154866)",40.7612213,3, -73.8154866,1.0,0.0
"(40.7612219, -73.9305481)",40.7612219,48, -73.9305481,15.0,0.0
"(40.7612258, -73.923787)",40.7612258,51, -73.923787,8.0,0.0
"(40.7612329, -73.8975295)",40.7612329,1, -73.8975295,0.0,0.0
"(40.7612344, -73.9638843)",40.7612344,218, -73.9638843,17.0,0.0
"(40.7612415, -73.8862453)",40.7612415,1, -73.8862453,0.0,0.0
"(40.7612416, -73.914943)",40.7612416,10, -73.914943,2.0,0.0
"(40.7612438, -73.7827748)",40.7612438,1, -73.7827748,0.0,0.0
"(40.7612459, -73.7629282)",40.7612459,60, -73.7629282,17.0,0.0
"(40.761249, -73.7698553)",40.761249,5, -73.7698553,0.0,0.0
"(40.7612537, -73.73984)",40.7612537,1, -73.73984,0.0,0.0
"(40.7612643, -73.8816573)",40.7612643,1, -73.8816573,0.0,0.0
"(40.7612648, -73.9093912)",40.7612648,5, -73.9093912,1.0,0.0
"(40.7612655, -73.8749973)",40.7612655,10, -73.8749973,4.0,0.0
"(40.7612671, -73.7313244)",40.7612671,4, -73.7313244,0.0,0.0
"(40.7612722, -73.9620613)",40.7612722,1, -73.9620613,0.0,0.0
"(40.7612754, -73.9914593)",40.7612754,1, -73.9914593,0.0,0.0
"(40.7612767, -73.7871678)",40.7612767,3, -73.7871678,0.0,0.0
"(40.7612785, -73.7627837)",40.7612785,1, -73.7627837,0.0,0.0
"(40.7612802, -73.9047273)",40.7612802,3, -73.9047273,0.0,0.0
"(40.7612805, -73.8663446)",40.7612805,10, -73.8663446,1.0,0.0
"(40.7612819, -73.7426122)",40.7612819,2, -73.7426122,1.0,0.0
"(40.7612893, -73.7627042)",40.7612893,2, -73.7627042,0.0,0.0
"(40.76129, -73.7869114)",40.76129,1, -73.7869114,0.0,0.0
"(40.7612944, -73.8445451)",40.7612944,2, -73.8445451,0.0,0.0
"(40.7612985, -73.8652652)",40.7612985,15, -73.8652652,2.0,0.0
"(40.7612994, -73.8095122)",40.7612994,9, -73.8095122,1.0,0.0
"(40.7613149, -73.8854691)",40.7613149,10, -73.8854691,2.0,0.0
"(40.76132, -73.9170907)",40.76132,123, -73.9170907,25.0,0.0
"(40.7613321, -73.8231246)",40.7613321,1, -73.8231246,0.0,0.0
"(40.7613465, -73.8000761)",40.7613465,1, -73.8000761,0.0,0.0
"(40.7613487, -73.7251839)",40.7613487,1, -73.7251839,0.0,0.0
"(40.7613515, -73.7622167)",40.7613515,8, -73.7622167,0.0,0.0
"(40.7613538, -73.86559)",40.7613538,3, -73.86559,1.0,0.0
"(40.7613564, -73.9353886)",40.7613564,57, -73.9353886,20.0,1.0
"(40.7613599, -73.7861279)",40.7613599,4, -73.7861279,0.0,0.0
"(40.7613613, -73.9577801)",40.7613613,1, -73.9577801,1.0,0.0
"(40.7613617, -73.8338023)",40.7613617,10, -73.8338023,0.0,0.0
"(40.7613676, -73.8657235)",40.7613676,1, -73.8657235,0.0,0.0
"(40.7613715, -73.7290426)",40.7613715,5, -73.7290426,1.0,0.0
"(40.7613773, -73.9996138)",40.7613773,1, -73.9996138,0.0,0.0
"(40.7613778, -73.8104433)",40.7613778,8, -73.8104433,2.0,0.0
"(40.7613858, -73.8352858)",40.7613858,18, -73.8352858,2.0,0.0
"(40.761391, -74.0017363)",40.761391,61, -74.0017363,3.0,0.0
"(40.7613923, -73.9407961)",40.7613923,4, -73.9407961,1.0,0.0
"(40.7614004, -73.7828248)",40.7614004,1, -73.7828248,0.0,0.0
"(40.7614009, -73.911481)",40.7614009,4, -73.911481,0.0,0.0
"(40.7614079, -73.8038446)",40.7614079,19, -73.8038446,4.0,0.0
"(40.7614127, -73.8845376)",40.7614127,13, -73.8845376,3.0,0.0
"(40.7614129, -73.7972386)",40.7614129,3, -73.7972386,0.0,0.0
"(40.7614173, -73.8659148)",40.7614173,1, -73.8659148,0.0,0.0
"(40.7614228, -73.9840484)",40.7614228,69, -73.9840484,7.0,0.0
"(40.7614246, -73.8605217)",40.7614246,24, -73.8605217,11.0,0.0
"(40.7614322, -73.7851674)",40.7614322,7, -73.7851674,3.0,0.0
"(40.7614329, -73.7768469)",40.7614329,3, -73.7768469,0.0,0.0
"(40.7614384, -73.7617904)",40.7614384,1, -73.7617904,3.0,0.0
"(40.7614385, -73.7699413)",40.7614385,44, -73.7699413,9.0,0.0
"(40.7614447, -73.7333633)",40.7614447,2, -73.7333633,0.0,0.0
"(40.7614451, -73.8760149)",40.7614451,6, -73.8760149,2.0,0.0
"(40.7614474, -73.8028734)",40.7614474,27, -73.8028734,7.0,0.0
"(40.7614497, -73.8010071)",40.7614497,2, -73.8010071,0.0,0.0
"(40.7614526, -73.76875)",40.7614526,1, -73.76875,0.0,0.0
"(40.7614571, -73.7399764)",40.7614571,1, -73.7399764,2.0,0.0
"(40.7614638, -73.7934265)",40.7614638,1, -73.7934265,0.0,0.0
